G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Thu Jan 11 2018,10:00p ET,,Box Score,,Los Angeles Clippers,L,,115,121,13,28,L 3,
42,Sat Jan 13 2018,3:30p ET,,Box Score,@,Los Angeles Clippers,L,,105,126,13,29,L 4,
43,Mon Jan 15 2018,8:00p ET,,Box Score,@,Oklahoma City Thunder,L,,88,95,13,30,L 5,
44,Wed Jan 17 2018,10:00p ET,,Box Score,,Utah Jazz,L,,105,120,13,31,L 6,
45,Fri Jan 19 2018,8:00p ET,,Box Score,@,Memphis Grizzlies,L,,88,106,13,32,L 7,
46,Mon Jan 22 2018,7:00p ET,,Box Score,@,Charlotte Hornets,L,,107,112,13,33,L 8,
47,Tue Jan 23 2018,7:00p ET,,Box Score,@,Orlando Magic,W,,105,99,14,33,W 1,
48,Thu Jan 25 2018,7:30p ET,,Box Score,@,Miami Heat,W,,89,88,15,33,W 2,
49,Sun Jan 28 2018,7:00p ET,,Box Score,@,San Antonio Spurs,L,,98,113,15,34,L 1,
50,Tue Jan 30 2018,8:00p ET,,Box Score,@,New Orleans Pelicans,W,,114,103,16,34,W 1,
51,Fri Feb 2 2018,10:30p ET,,Box Score,,Golden State Warriors,L,,104,119,16,35,L 1,
52,Sat Feb 3 2018,10:00p ET,,Box Score,,Dallas Mavericks,L,,99,106,16,36,L 2,
53,Mon Feb 5 2018,10:00p ET,,Box Score,,Chicago Bulls,W,,104,98,17,36,W 1,
54,Fri Feb 9 2018,10:30p ET,,Box Score,,Portland Trail Blazers,L,,100,118,17,37,L 1,
55,Sun Feb 11 2018,7:00p ET,,Box Score,@,Minnesota Timberwolves,L,,106,111,17,38,L 2,
56,Tue Feb 13 2018,8:30p ET,,Box Score,@,Dallas Mavericks,W,,114,109,18,38,W 1,
57,Wed Feb 14 2018,8:00p ET,,Box Score,@,Houston Rockets,L,,91,100,18,39,L 1,
